measurement,deviceId,year,month,file_exists
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,10,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,11,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2023,12,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,1,False
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,2,False
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,3,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,4,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,5,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,6,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,7,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,8,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,9,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,10,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,11,False
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2024,12,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,1,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,2,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,3,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,4,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,5,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,6,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,7,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,8,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,9,True
vBat,https://react2020.eu/device/VIC-GXHQ20503L3SA-1,2025,10,True
